subject,relation,object
"Georg Forster (1754-1794), die Kasseler Jahre",pertenece al género,German Authors
3522615107,es un codigo ISBN para el libro,Ansichten vom Niederrhein
3522615107,es un codigo ISBN de una edicion publicada por,Edition Erdmann in Thienemanns Verlag
3522615107,está escrito en,Alemán
Georg Forster,es autor de la obra,Ansichten vom Niederrhein
3899540247,es un codigo ISBN para el libro,Nachrichten von den Pelew-Inseln in der Westgegend des Stillen Ozeans
3899540247,es un codigo ISBN de una edicion publicada por,Verlag BS
3899540247,está escrito en,Alemán
9783899540246,es un codigo ISBN para el libro,Nachrichten von den Pelew-Inseln in der Westgegend des Stillen Ozeans
9783899540246,es un codigo ISBN de una edicion publicada por,Verlag BS
9783899540246,está escrito en,Alemán
Georg Forster,es autor de la obra,Nachrichten von den Pelew-Inseln in der Westgegend des Stillen Ozeans
Nachrichten von den Pelew-Inseln in der Westgegend des Stillen Ozeans,pertenece al género,Description and travel
Nachrichten von den Pelew-Inseln in der Westgegend des Stillen Ozeans,pertenece al género,Early works to 1800
Nachrichten von den Pelew-Inseln in der Westgegend des Stillen Ozeans,pertenece al género,Discovery and exploration
9781875567492,es un codigo ISBN para el libro,"Cook, the discoverer"
9781875567492,es un codigo ISBN de una edicion publicada por,Hordern House
9781875567492,está escrito en,Inglés
9781875567508,es un codigo ISBN para el libro,"Cook, the discoverer"
9781875567508,es un codigo ISBN de una edicion publicada por,Hordern House
9781875567508,está escrito en,Inglés
1875567496,es un codigo ISBN para el libro,"Cook, the discoverer"
1875567496,es un codigo ISBN de una edicion publicada por,Hordern House
1875567496,está escrito en,Inglés
187556750X,es un codigo ISBN para el libro,"Cook, the discoverer"
187556750X,es un codigo ISBN de una edicion publicada por,Hordern House
187556750X,está escrito en,Inglés
Georg Forster,es autor de la obra,"Cook, the discoverer"
0815410239,es un codigo ISBN para el libro,Antarctica
0815410239,es un codigo ISBN de una edicion publicada por,Cooper Square Press
0815410239,está escrito en,Inglés
9780880295062,es un codigo ISBN para el libro,Antarctica
9780880295062,es un codigo ISBN de una edicion publicada por,Marboro Books
9780880295062,está escrito en,Inglés
0880295066,es un codigo ISBN para el libro,Antarctica
0880295066,es un codigo ISBN de una edicion publicada por,Marboro Books
0880295066,está escrito en,Inglés
0880295066,es un codigo ISBN de una edicion publicada por,Dorset Press
9780815410232,es un codigo ISBN para el libro,Antarctica
9780815410232,es un codigo ISBN de una edicion publicada por,Cooper Square Press
9780815410232,está escrito en,Inglés
9780049100527,es un codigo ISBN para el libro,Antarctica
9780049100527,es un codigo ISBN de una edicion publicada por,George Allen & Unwin
0049100521,es un codigo ISBN para el libro,Antarctica
0049100521,es un codigo ISBN de una edicion publicada por,George Allen & Unwin
0394468317,es un codigo ISBN para el libro,Antarctica
0394468317,es un codigo ISBN de una edicion publicada por,Random House
0394468317,está escrito en,Inglés
Georg Forster,es autor de la obra,Antarctica
Antarctica,pertenece al género,Discovery and exploration
Antarctica,pertenece al género,History
Antarctica,pertenece al género,Discoveries in geography
9783932324956,es un codigo ISBN para el libro,Über Leckereyen und andere Essays
9783932324956,es un codigo ISBN de una edicion publicada por,Wehrhahn
9783932324956,está escrito en,Alemán
3932324951,es un codigo ISBN para el libro,Über Leckereyen und andere Essays
3932324951,es un codigo ISBN de una edicion publicada por,Wehrhahn
3932324951,está escrito en,Alemán
Georg Forster,es autor de la obra,Über Leckereyen und andere Essays
9783821862033,es un codigo ISBN para el libro,Reise um die Welt
9783821862033,es un codigo ISBN de una edicion publicada por,Eichborn Verlag
9783821862033,está escrito en,Alemán
Georg Forster,es autor de la obra,Reise um die Welt
Reise um die Welt,pertenece al género,Travel
Reise um die Welt,pertenece al género,Voyages around the world
Reise um die Welt,pertenece al género,Early works to 1800
0665386605,es un codigo ISBN para el libro,"Geschichte der Reisen, die seit Cook an der Nordwest- und Nordost-Küste von Amerika und in dem nor̈dlichsten Amerika selbst von Meares, Dixon, Portlock, Coxe, Long u. a. m. unternommen worden sind"
0665386605,es un codigo ISBN de una edicion publicada por,In der Vossischen Buchhandlung
0665386605,está escrito en,Inglés
Georg Forster,es autor de la obra,"Geschichte der Reisen, die seit Cook an der Nordwest- und Nordost-Küste von Amerika und in dem nor̈dlichsten Amerika selbst von Meares, Dixon, Portlock, Coxe, Long u. a. m. unternommen worden sind"
0665386613,es un codigo ISBN para el libro,"Geschichte der Reisen, die seit Cook an der Nordwest- und Nordost-Küste von Amerika und in dem nor̈dlichsten Amerika selbst von Meares, Dixon, Portlock, Coxe, Long u. a. m. unternommen worden sind"
0665386613,es un codigo ISBN de una edicion publicada por,In der Vossischen Buchhandlung
0665386613,está escrito en,Inglés
"Geschichte der Reisen, die seit Cook an der Nordwest- und Nordost-Küste von Amerika und in dem nor̈dlichsten Amerika selbst von Meares, Dixon, Portlock, Coxe, Long u. a. m. unternommen worden sind",pertenece al género,Discovery and exploration
Bernard Goldstein,es de nacionalidad,Poland
9781557537492,es un codigo ISBN para el libro,"Tsvantsig yor in Varshever ""Bund"""
9781557537492,está escrito en,Inglés
1557537496,es un codigo ISBN para el libro,"Tsvantsig yor in Varshever ""Bund"""
1557537496,está escrito en,Inglés
Bernard Goldstein,es autor de la obra,"Tsvantsig yor in Varshever ""Bund"""
"Tsvantsig yor in Varshever ""Bund""",pertenece al género,Jews
"Tsvantsig yor in Varshever ""Bund""",pertenece al género,"Ogóny Żydowski Związek """"Bund"""" w Polsce"
"Tsvantsig yor in Varshever ""Bund""",pertenece al género,"Jesuits, poland"
1904859054,es un codigo ISBN para el libro,Finf jor in Waršewer geṭo
1904859054,es un codigo ISBN de una edicion publicada por,AK PRESS
1904859054,está escrito en,und
0878380272,es un codigo ISBN para el libro,Finf jor in Waršewer geṭo
0878380272,es un codigo ISBN de una edicion publicada por,Sun River Press
0878380272,está escrito en,Inglés
9780878380275,es un codigo ISBN para el libro,Finf jor in Waršewer geṭo
9780878380275,es un codigo ISBN de una edicion publicada por,Sun River Press
9780878380275,está escrito en,Inglés
1904859054,está escrito en,Inglés
9781904859055,es un codigo ISBN para el libro,Finf jor in Waršewer geṭo
9781904859055,es un codigo ISBN de una edicion publicada por,AK Press
9781904859055,está escrito en,Inglés
3922774695,es un codigo ISBN para el libro,Finf jor in Waršewer geṭo
3922774695,es un codigo ISBN de una edicion publicada por,Ahriman-Verlag
3922774695,está escrito en,Alemán
Bernard Goldstein,es autor de la obra,Finf jor in Waršewer geṭo
Finf jor in Waršewer geṭo,pertenece al género,History
Finf jor in Waršewer geṭo,pertenece al género,"Holocaust, Jewish (1939-1945)"
Finf jor in Waršewer geṭo,pertenece al género,Jewish Personal narratives
Agnieszka Holland,es de nacionalidad,Poland
8322105738,es un codigo ISBN para el libro,Korczak
8322105738,es un codigo ISBN de una edicion publicada por,Wydawnictwa Artystyczne i Filmowe
8322105738,está escrito en,Polaco
9788322105733,es un codigo ISBN para el libro,Korczak
9788322105733,es un codigo ISBN de una edicion publicada por,Wydawnictwa Artystyczne i Filmowe
9788322105733,está escrito en,Polaco
Agnieszka Holland,es autor de la obra,Korczak
Korczak,pertenece al género,Drama
Korczak,pertenece al género,Film adaptations
Korczak,pertenece al género,Film and video adaptations
1562551051,es un codigo ISBN para el libro,Europa Europa
1562551051,es un codigo ISBN de una edicion publicada por,Orion Home Video
1562551051,está escrito en,Inglés
9781562551056,es un codigo ISBN para el libro,Europa Europa
9781562551056,es un codigo ISBN de una edicion publicada por,Orion Home Video
9781562551056,está escrito en,Inglés
Agnieszka Holland,es autor de la obra,Europa Europa
8324002057,es un codigo ISBN para el libro,Magia i pienia̜dze
8324002057,es un codigo ISBN de una edicion publicada por,Wydawn. Znak
8324002057,está escrito en,Polaco
Agnieszka Holland,es autor de la obra,Magia i pienia̜dze
Magia i pienia̜dze,pertenece al género,Interviews
Magia i pienia̜dze,pertenece al género,Motion pictures
Magia i pienia̜dze,pertenece al género,Motion picture producers and directors
8324002057,es un codigo ISBN para el libro,Magia i pieniądze
8324002057,es un codigo ISBN de una edicion publicada por,Znak
Agnieszka Holland,es autor de la obra,Magia i pieniądze
Magia i pieniądze,pertenece al género,Interviews
Magia i pieniądze,pertenece al género,Motion picture producers and directors
Magia i pieniądze,pertenece al género,Rozmowy
0435070037,es un codigo ISBN para el libro,"Olivier, Olivier"
0435070037,es un codigo ISBN de una edicion publicada por,Heinemann
0435070037,está escrito en,Inglés
Agnieszka Holland,es autor de la obra,"Olivier, Olivier"
"Olivier, Olivier",pertenece al género,Motion picture plays
9788362467976,es un codigo ISBN para el libro,Wolne
9788362467976,es un codigo ISBN de una edicion publicada por,Wydawnictwo Krytyki Politycznej
8362467975,es un codigo ISBN para el libro,Wolne
8362467975,es un codigo ISBN de una edicion publicada por,Wydawnictwo Krytyki Politycznej
Agnieszka Holland,es autor de la obra,Wolne
Oser Warszawski,es de nacionalidad,Poland
2020106795,es un codigo ISBN para el libro,Les contrebandiers
2020106795,es un codigo ISBN de una edicion publicada por,Editions du Seuil
2020106795,está escrito en,Francés
Oser Warszawski,es autor de la obra,Les contrebandiers
2904388311,es un codigo ISBN para el libro,L' arrière Montparnasse
2904388311,es un codigo ISBN de una edicion publicada por,Lachenal & Ritter
2904388311,está escrito en,Francés
Oser Warszawski,es autor de la obra,L' arrière Montparnasse
Halina Konopacka,es de nacionalidad,Poland
Zygmunt Zenon Idzikowski,es de nacionalidad,Poland
Zygmunt Pawłowicz,es de nacionalidad,Poland
8385111107,es un codigo ISBN para el libro,Kościół i sekty w Polsce
8385111107,es un codigo ISBN de una edicion publicada por,Wydawn. Archidiecezji Gdańskiej
8385111107,está escrito en,Polaco
Zygmunt Pawłowicz,es autor de la obra,Kościół i sekty w Polsce
Kościół i sekty w Polsce,pertenece al género,Catholic Church
Kościół i sekty w Polsce,pertenece al género,Cults
Kościół i sekty w Polsce,pertenece al género,Philosophy
Zypora Frank,es de nacionalidad,Poland
Zyta Rudzka,es de nacionalidad,Poland
9788328091023,es un codigo ISBN para el libro,Ślicznotka doktora Josefa
9788328091023,es un codigo ISBN de una edicion publicada por,W.A.B. - Grupa Wydawnicza Foksal
8360207461,es un codigo ISBN para el libro,Ślicznotka doktora Josefa
8360207461,es un codigo ISBN de una edicion publicada por,Wyd. Inanna
8360207461,está escrito en,Polaco
9788360207468,es un codigo ISBN para el libro,Ślicznotka doktora Josefa
9788360207468,es un codigo ISBN de una edicion publicada por,Wyd. Inanna
9788360207468,está escrito en,Polaco
Zyta Rudzka,es autor de la obra,Ślicznotka doktora Josefa
Ślicznotka doktora Josefa,pertenece al género,Novel
Ślicznotka doktora Josefa,pertenece al género,Older people
Ślicznotka doktora Josefa,pertenece al género,Reminiscing in old age
9788328050617,es un codigo ISBN para el libro,Krotka wymiana ognia
9788328050617,es un codigo ISBN de una edicion publicada por,W.A.B. / GW Foksal
8328050617,es un codigo ISBN para el libro,Krotka wymiana ognia
8328050617,es un codigo ISBN de una edicion publicada por,W.A.B. / GW Foksal
Zyta Rudzka,es autor de la obra,Krotka wymiana ognia
9788328064225,es un codigo ISBN para el libro,Tkanki miÄkkie - Zyta Rudzka [KSIÄĹťKA]
9788328064225,es un codigo ISBN de una edicion publicada por,W.A.B. / GW Foksal
8328064227,es un codigo ISBN para el libro,Tkanki miÄkkie - Zyta Rudzka [KSIÄĹťKA]
8328064227,es un codigo ISBN de una edicion publicada por,W.A.B. / GW Foksal
Zyta Rudzka,es autor de la obra,Tkanki miÄkkie - Zyta Rudzka [KSIÄĹťKA]
9788383190150,es un codigo ISBN para el libro,Mykwa
9788383190150,es un codigo ISBN de una edicion publicada por,W.A.B.
8383190158,es un codigo ISBN para el libro,Mykwa
8383190158,es un codigo ISBN de una edicion publicada por,W.A.B.
Zyta Rudzka,es autor de la obra,Mykwa
8373917357,es un codigo ISBN para el libro,Dziewczyny Bonda
8373917357,es un codigo ISBN de una edicion publicada por,Świat Książki
8373917357,está escrito en,Polaco
9788373917354,es un codigo ISBN para el libro,Dziewczyny Bonda
9788373917354,es un codigo ISBN de una edicion publicada por,Świat Książki
9788373917354,está escrito en,Polaco
Zyta Rudzka,es autor de la obra,Dziewczyny Bonda
Dziewczyny Bonda,pertenece al género,Powieść polska
8386646837,es un codigo ISBN para el libro,Mykwa
8386646837,es un codigo ISBN de una edicion publicada por,Świat Literacki
8386646837,está escrito en,Polaco
8320714990,es un codigo ISBN para el libro,Uczty i głody
8320714990,es un codigo ISBN de una edicion publicada por,Iskry
8320714990,está escrito en,Polaco
Zyta Rudzka,es autor de la obra,Uczty i głody
8386646403,es un codigo ISBN para el libro,Pałac Cezarów
8386646403,es un codigo ISBN de una edicion publicada por,Świat Literackie
8386646403,está escrito en,Polaco
Zyta Rudzka,es autor de la obra,Pałac Cezarów
8360207461,es un codigo ISBN para el libro,Slicznotka doktora Josefa
8360207461,es un codigo ISBN de una edicion publicada por,Jacek Santorski & Co. Agencja Wydawnicza
Zyta Rudzka,es autor de la obra,Slicznotka doktora Josefa
9788383181981,es un codigo ISBN para el libro,"Ten się śmieje, kto ma zęby"
9788383181981,es un codigo ISBN de una edicion publicada por,W.A.B. - Grupa Wydawnicza Foksal
Zyta Rudzka,es autor de la obra,"Ten się śmieje, kto ma zęby"
8389763672,es un codigo ISBN para el libro,Gorączka
8389763672,es un codigo ISBN de una edicion publicada por,Jacek Santorski & Co Agencja Wydawnicza
8389763672,está escrito en,Polaco
9788389763679,es un codigo ISBN para el libro,Gorączka
9788389763679,es un codigo ISBN de una edicion publicada por,Jacek Santorski & Co Agencja Wydawnicza
9788389763679,está escrito en,Polaco
9788389763672,es un codigo ISBN para el libro,Gorączka
9788389763672,es un codigo ISBN de una edicion publicada por,Jacek Santorski & Co Agencja Wydawnicza
9788389763672,está escrito en,Polaco
Zyta Rudzka,es autor de la obra,Gorączka
Gorączka,pertenece al género,Polish Short stories
Gorączka,pertenece al género,Polish fiction
8385715495,es un codigo ISBN para el libro,Białe klisze
8385715495,es un codigo ISBN de una edicion publicada por,Akapit
8385715495,está escrito en,Polaco
Zyta Rudzka,es autor de la obra,Białe klisze
836271106X,es un codigo ISBN para el libro,Zimny bufet
836271106X,es un codigo ISBN de una edicion publicada por,Panga Pank
836271106X,está escrito en,Polaco
9788362711062,es un codigo ISBN para el libro,Zimny bufet
9788362711062,es un codigo ISBN de una edicion publicada por,Panga Pank
9788362711062,está escrito en,Polaco
Zyta Rudzka,es autor de la obra,Zimny bufet
9781644213759,es un codigo ISBN para el libro,Dr. Josef's Little Beauty
9781644213759,es un codigo ISBN de una edicion publicada por,Seven Stories Press
9781644213759,está escrito en,Inglés
9781644213766,es un codigo ISBN para el libro,Dr. Josef's Little Beauty
9781644213766,es un codigo ISBN de una edicion publicada por,Seven Stories Press
9781644213766,está escrito en,Inglés
9781911710080,es un codigo ISBN para el libro,Dr. Josef's Little Beauty
9781911710080,es un codigo ISBN de una edicion publicada por,Seven Stories Press
9781911710080,está escrito en,Inglés
Zyta Rudzka,es autor de la obra,Dr. Josef's Little Beauty
Rafał Dębski,es de nacionalidad,Poland
9788393684076,es un codigo ISBN para el libro,Labirynt von Brauna
9788393684076,es un codigo ISBN de una edicion publicada por,Code Red Tomasz Stachewicz
9788393684076,está escrito en,Polaco
9788373846180,es un codigo ISBN para el libro,Labirynt von Brauna
9788373846180,es un codigo ISBN de una edicion publicada por,Wydawn. Dolnośląskie
9788373846180,está escrito en,Polaco
Rafał Dębski,es autor de la obra,Labirynt von Brauna
Labirynt von Brauna,pertenece al género,Polish fiction
Labirynt von Brauna,pertenece al género,Roman polonais
8378184552,es un codigo ISBN para el libro,Światło cieni
8378184552,es un codigo ISBN de una edicion publicada por,REBIS
8378184552,está escrito en,Polaco
9788378184553,es un codigo ISBN para el libro,Światło cieni
9788378184553,es un codigo ISBN de una edicion publicada por,REBIS
9788378184553,está escrito en,Polaco
Rafał Dębski,es autor de la obra,Światło cieni
Światło cieni,pertenece al género,Interplanetary voyages
Światło cieni,pertenece al género,Fiction
9788360505120,es un codigo ISBN para el libro,Czarny Pergamin
9788360505120,es un codigo ISBN de una edicion publicada por,Fabryka Słów
9788360505120,está escrito en,Polaco
Rafał Dębski,es autor de la obra,Czarny Pergamin
9788324585229,es un codigo ISBN para el libro,Zelazne kamienie
9788324585229,es un codigo ISBN de una edicion publicada por,Wyd. Dolnośląskie
9788324585229,es un codigo ISBN de una edicion publicada por,Wydawnictwo Dolnośląskie
9788324585229,está escrito en,Polaco
Rafał Dębski,es autor de la obra,Zelazne kamienie
9788380622203,es un codigo ISBN para el libro,Ramię Perseusza
9788380622203,es un codigo ISBN de una edicion publicada por,Rebis
9788380622203,está escrito en,Polaco
8380622200,es un codigo ISBN para el libro,Ramię Perseusza
8380622200,es un codigo ISBN de una edicion publicada por,Rebis
8380622200,está escrito en,Polaco
Rafał Dębski,es autor de la obra,Ramię Perseusza
8386758678,es un codigo ISBN para el libro,Łzy Nemezis
8386758678,es un codigo ISBN de una edicion publicada por,Copernicus Corporation
8386758678,es un codigo ISBN de una edicion publicada por,Fantasmagoricon
8386758678,está escrito en,Polaco
9788386758678,es un codigo ISBN para el libro,Łzy Nemezis
9788386758678,es un codigo ISBN de una edicion publicada por,Copernicus Corporation
9788386758678,es un codigo ISBN de una edicion publicada por,Fantasmagoricon
9788386758678,está escrito en,Polaco
Rafał Dębski,es autor de la obra,Łzy Nemezis
9788360504666,es un codigo ISBN para el libro,Słońce we krwi
9788360504666,es un codigo ISBN de una edicion publicada por,Red Horse
9788360504666,está escrito en,Polaco
Rafał Dębski,es autor de la obra,Słońce we krwi
Słońce we krwi,pertenece al género,Mercenary troops
Słońce we krwi,pertenece al género,Fiction
9788378185642,es un codigo ISBN para el libro,"Kamienne twarze, marmurowe serca"
9788378185642,es un codigo ISBN de una edicion publicada por,Rebis
9788378185642,está escrito en,Polaco
8378185648,es un codigo ISBN para el libro,"Kamienne twarze, marmurowe serca"
8378185648,es un codigo ISBN de una edicion publicada por,Rebis
8378185648,está escrito en,Polaco
Rafał Dębski,es autor de la obra,"Kamienne twarze, marmurowe serca"
9788375741278,es un codigo ISBN para el libro,Zoroaster
9788375741278,es un codigo ISBN de una edicion publicada por,Fabryka Słow
9788375741278,está escrito en,Polaco
8375741272,es un codigo ISBN para el libro,Zoroaster
8375741272,es un codigo ISBN de una edicion publicada por,Fabryka Słow
8375741272,está escrito en,Polaco
Rafał Dębski,es autor de la obra,Zoroaster
9788362584031,es un codigo ISBN para el libro,Stanisław Lenartowicz
9788362584031,es un codigo ISBN de una edicion publicada por,Wydawnictwo Gajt
9788362584031,está escrito en,Polaco
8362584033,es un codigo ISBN para el libro,Stanisław Lenartowicz
8362584033,es un codigo ISBN de una edicion publicada por,Wydawnictwo Gajt
8362584033,está escrito en,Polaco
Rafał Dębski,es autor de la obra,Stanisław Lenartowicz
Stanisław Lenartowicz,pertenece al género,Interviews
Stanisław Lenartowicz,pertenece al género,Biography
Stanisław Lenartowicz,pertenece al género,Motion picture producers and directors
Rafał Górski,es de nacionalidad,Poland
9788389911766,es un codigo ISBN para el libro,Bez państwa
9788389911766,es un codigo ISBN de una edicion publicada por,"Korporacja ""Ha!art"""
9788389911766,está escrito en,Polaco
Rafał Górski,es autor de la obra,Bez państwa
Bez państwa,pertenece al género,Democracy
Bez państwa,pertenece al género,Local government
9788373967649,es un codigo ISBN para el libro,Polscy zamachowcy
9788373967649,es un codigo ISBN de una edicion publicada por,"Wydawn. ""Egis"""
9788373967649,está escrito en,Polaco
Rafał Górski,es autor de la obra,Polscy zamachowcy
Polscy zamachowcy,pertenece al género,History
Polscy zamachowcy,pertenece al género,Terrorism
Polscy zamachowcy,pertenece al género,Assassination
9788364007538,es un codigo ISBN para el libro,Zmiana w języku
9788364007538,es un codigo ISBN de una edicion publicada por,Instytut Języka Polskiego PAN
9788364007538,está escrito en,Polaco
836400753X,es un codigo ISBN para el libro,Zmiana w języku
836400753X,es un codigo ISBN de una edicion publicada por,Instytut Języka Polskiego PAN
836400753X,está escrito en,Polaco
Rafał Górski,es autor de la obra,Zmiana w języku
Zmiana w języku,pertenece al género,Polish language
Zmiana w języku,pertenece al género,Historical Grammar
Zmiana w języku,pertenece al género,Historical linguistics
Stanisław Lem,es de nacionalidad,Poland
9781299915886,es un codigo ISBN para el libro,Summa technologiae
9781299915886,es un codigo ISBN de una edicion publicada por,University of Minnesota Press
9781299915886,está escrito en,Inglés
9781471665806,es un codigo ISBN para el libro,Summa technologiae
9781471665806,es un codigo ISBN de una edicion publicada por,"Lulu Press, Inc."
9781471665806,está escrito en,Italiano
9781471667091,es un codigo ISBN para el libro,Summa technologiae
9781471667091,es un codigo ISBN de una edicion publicada por,"Lulu Press, Inc."
9781471667091,está escrito en,Italiano
9780816689033,es un codigo ISBN para el libro,Summa technologiae
9780816689033,es un codigo ISBN de una edicion publicada por,University of Minnesota Press
9780816689033,está escrito en,Inglés
9780816689040,es un codigo ISBN para el libro,Summa technologiae
9780816689040,es un codigo ISBN de una edicion publicada por,University of Minnesota Press
9780816689040,está escrito en,Inglés
9780816689071,es un codigo ISBN para el libro,Summa technologiae
9780816689071,es un codigo ISBN de una edicion publicada por,University of Minnesota Press
9780816689071,está escrito en,Inglés
8322202695,es un codigo ISBN para el libro,Summa technologiae
8322202695,es un codigo ISBN de una edicion publicada por,Wydawn. Lubelskie
8322202695,está escrito en,Polaco
9783518371787,es un codigo ISBN para el libro,Summa technologiae
9783518371787,es un codigo ISBN de una edicion publicada por,Suhrkamp
9783518371787,está escrito en,Alemán
3518371789,es un codigo ISBN para el libro,Summa technologiae
3518371789,es un codigo ISBN de una edicion publicada por,Suhrkamp
3518371789,está escrito en,Alemán
5170229097,es un codigo ISBN para el libro,Summa technologiae
5170229097,es un codigo ISBN de una edicion publicada por,AST
5170229097,es un codigo ISBN de una edicion publicada por,Terra Fantastica
5170229097,está escrito en,rus
9785792106611,es un codigo ISBN para el libro,Summa technologiae
9785792106611,es un codigo ISBN de una edicion publicada por,AST
9785792106611,es un codigo ISBN de una edicion publicada por,Terra Fantastica
9785792106611,está escrito en,rus
9785170229093,es un codigo ISBN para el libro,Summa technologiae
9785170229093,es un codigo ISBN de una edicion publicada por,AST
9785170229093,es un codigo ISBN de una edicion publicada por,Terra Fantastica
9785170229093,está escrito en,rus
5792106614,es un codigo ISBN para el libro,Summa technologiae
5792106614,es un codigo ISBN de una edicion publicada por,AST
5792106614,es un codigo ISBN de una edicion publicada por,Terra Fantastica
5792106614,está escrito en,rus
5170041829,es un codigo ISBN para el libro,Summa technologiae
5170041829,es un codigo ISBN de una edicion publicada por,AST
5170041829,está escrito en,rus
9780816675760,es un codigo ISBN para el libro,Summa technologiae
9780816675760,es un codigo ISBN de una edicion publicada por,Brand: Univ Of Minnesota Press
9780816675760,es un codigo ISBN de una edicion publicada por,Univ Of Minnesota Press
9780816675760,es un codigo ISBN de una edicion publicada por,University of Minnesota Press
9780816675760,está escrito en,Inglés
9780816675777,es un codigo ISBN para el libro,Summa technologiae
9780816675777,es un codigo ISBN de una edicion publicada por,University of Minnesota Press
9780816675777,está escrito en,Inglés
0816675775,es un codigo ISBN para el libro,Summa technologiae
0816675775,es un codigo ISBN de una edicion publicada por,University of Minnesota Press
0816675775,está escrito en,Inglés
8370604595,es un codigo ISBN para el libro,Summa technologiae
8370604595,es un codigo ISBN de una edicion publicada por,Interart
8370604595,está escrito en,Polaco
8370602819,es un codigo ISBN para el libro,Summa technologiae
8370602819,es un codigo ISBN de una edicion publicada por,Interart
8370602819,está escrito en,Polaco
8370604587,es un codigo ISBN para el libro,Summa technologiae
8370604587,es un codigo ISBN de una edicion publicada por,Interart
8370604587,está escrito en,Polaco
Stanisław Lem,es autor de la obra,Summa technologiae
Summa technologiae,pertenece al género,Technology and civilization
Summa technologiae,pertenece al género,Modern Civilization
Summa technologiae,pertenece al género,"Civilization, Modern"
1531819885,es un codigo ISBN para el libro,Star Diaries
1531819885,es un codigo ISBN de una edicion publicada por,Audible Studios on Brilliance
1531819885,es un codigo ISBN de una edicion publicada por,Audible Studios on Brilliance Audio
9781531819880,es un codigo ISBN para el libro,Star Diaries
9781531819880,es un codigo ISBN de una edicion publicada por,Audible Studios on Brilliance
9781531819880,es un codigo ISBN de una edicion publicada por,Audible Studios on Brilliance Audio
0826401589,es un codigo ISBN para el libro,Star Diaries
0826401589,es un codigo ISBN de una edicion publicada por,Scribner
9780826401588,es un codigo ISBN para el libro,Star Diaries
9780826401588,es un codigo ISBN de una edicion publicada por,Scribner
9780241240038,es un codigo ISBN para el libro,Star Diaries
9780241240038,es un codigo ISBN de una edicion publicada por,"Penguin Books, Limited"
9780241240038,está escrito en,Inglés
Stanisław Lem,es autor de la obra,Star Diaries
Star Diaries,pertenece al género,Continental european fiction (fictional works by one author)
8308036422,es un codigo ISBN para el libro,Astronauci
8308036422,es un codigo ISBN de una edicion publicada por,Wydawn. Literackie
8308036422,está escrito en,Polaco
Stanisław Lem,es autor de la obra,Astronauci
Astronauci,pertenece al género,Fantastyka naukowa polska
9788308030950,es un codigo ISBN para el libro,Dialogi
9788308030950,es un codigo ISBN de una edicion publicada por,"Wydawnictwo Literackie (Krakow, Poland)"
8308030955,es un codigo ISBN para el libro,Dialogi
8308030955,es un codigo ISBN de una edicion publicada por,"Wydawnictwo Literackie (Krakow, Poland)"
Stanisław Lem,es autor de la obra,Dialogi
8377858568,es un codigo ISBN para el libro,Polowanie
8377858568,es un codigo ISBN de una edicion publicada por,Wydawn. Literackie
8377858568,está escrito en,Polaco
9788377858561,es un codigo ISBN para el libro,Polowanie
9788377858561,es un codigo ISBN de una edicion publicada por,Wydawn. Literackie
9788377858561,está escrito en,Polaco
Stanisław Lem,es autor de la obra,Polowanie
Polowanie,pertenece al género,Polish Science fiction
8308029329,es un codigo ISBN para el libro,Człowiek z Marsa
8308029329,es un codigo ISBN de una edicion publicada por,Wydawn. Literackie
8308029329,está escrito en,Polaco
8308035604,es un codigo ISBN para el libro,Człowiek z Marsa
8308035604,es un codigo ISBN de una edicion publicada por,Wydawn. Literackie
8308035604,está escrito en,Polaco
Stanisław Lem,es autor de la obra,Człowiek z Marsa
Człowiek z Marsa,pertenece al género,Fantastyka naukowa polska
3518377140,es un codigo ISBN para el libro,Ist Gott ein Taoist?
3518377140,es un codigo ISBN de una edicion publicada por,Suhrkamp
3518377140,está escrito en,Alemán
Stanisław Lem,es autor de la obra,Ist Gott ein Taoist?
Ist Gott ein Taoist?,pertenece al género,Fantasy fiction
Ist Gott ein Taoist?,pertenece al género,Translations into German
8308010229,es un codigo ISBN para el libro,Pamiętnik znaleziony w wannie
8308010229,es un codigo ISBN de una edicion publicada por,Wydawn. Literackie
8308010229,está escrito en,Polaco
Stanisław Lem,es autor de la obra,Pamiętnik znaleziony w wannie
Pamiętnik znaleziony w wannie,pertenece al género,Polish Science fiction
9650701591,es un codigo ISBN para el libro,Yomane kokhavim
9650701591,es un codigo ISBN de una edicion publicada por,Keter
9650701591,está escrito en,heb
Stanisław Lem,es autor de la obra,Yomane kokhavim
9780241752265,es un codigo ISBN para el libro,Seventh Voyage
9780241752265,es un codigo ISBN de una edicion publicada por,"Penguin Books, Limited"
9780241752265,está escrito en,Inglés
Stanisław Lem,es autor de la obra,Seventh Voyage
9780136916925,es un codigo ISBN para el libro,Prentice Hall Literature--World Masterpieces
9780136916925,es un codigo ISBN de una edicion publicada por,Pearson Prentice Hall
9780136916925,está escrito en,Inglés
0136916929,es un codigo ISBN para el libro,Prentice Hall Literature--World Masterpieces
0136916929,es un codigo ISBN de una edicion publicada por,Pearson Prentice Hall
0136916929,está escrito en,Inglés
9780136916925,es un codigo ISBN de una edicion publicada por,Prentice Hall
0136916929,es un codigo ISBN de una edicion publicada por,Prentice Hall
0137226381,es un codigo ISBN para el libro,Prentice Hall Literature--World Masterpieces
