subject,relation,object
9781546465980,es un codigo ISBN de una edicion publicada por,CreateSpace Independent Publishing Platform
9781546465980,está escrito en,Español
Alfredo Cortês,es autor de la obra,Memorias de Barranquilla
9789685891141,es un codigo ISBN para el libro,Sergio García Ramírez
9789685891141,es un codigo ISBN de una edicion publicada por,Colegio de Jalisco
9789685891141,está escrito en,Español
9685891141,es un codigo ISBN para el libro,Sergio García Ramírez
9685891141,es un codigo ISBN de una edicion publicada por,Colegio de Jalisco
9685891141,está escrito en,Español
Alfredo Cortês,es autor de la obra,Sergio García Ramírez
Sergio García Ramírez,pertenece al género,Law
9781447159407,es un codigo ISBN para el libro,Hybrid Predictive Control for Dynamic Transport Problems
9781447159407,es un codigo ISBN de una edicion publicada por,"Springer London, Limited"
9781447159407,está escrito en,Inglés
Alfredo Cortês,es autor de la obra,Hybrid Predictive Control for Dynamic Transport Problems
Hybrid Predictive Control for Dynamic Transport Problems,pertenece al género,Transportation
Hybrid Predictive Control for Dynamic Transport Problems,pertenece al género,Engineering
Hybrid Predictive Control for Dynamic Transport Problems,pertenece al género,Operations research
9709056190,es un codigo ISBN para el libro,El Caribe y América Latina
9709056190,es un codigo ISBN de una edicion publicada por,"Universidad de Puerto Rico, Recinto de Rio Piedras"
9709056190,está escrito en,Español
9789709056198,es un codigo ISBN para el libro,El Caribe y América Latina
9789709056198,es un codigo ISBN de una edicion publicada por,"Universidad de Puerto Rico, Recinto de Rio Piedras"
9789709056198,está escrito en,Español
9709056212,es un codigo ISBN para el libro,El Caribe y América Latina
9709056212,es un codigo ISBN de una edicion publicada por,Consejo Superior de Investigaciones Científicas
9709056212,es un codigo ISBN de una edicion publicada por,"Instituto Michoacano de Cultura, Gobierno del Estado de Michoacán"
9709056212,es un codigo ISBN de una edicion publicada por,"Instituto de Investigaciones Históricas, Universidad Michoacana de San Nicolás de Hidalgo"
9709056212,es un codigo ISBN de una edicion publicada por,"Universidad de Puerto Rico, Recinto de Río Piedras"
9709056212,está escrito en,Español
9709056190,es un codigo ISBN de una edicion publicada por,Consejo Superior de Investigaciones Científicas
9709056190,es un codigo ISBN de una edicion publicada por,"Instituto Michoacano de Cultura, Gobierno del Estado de Michoacán"
9709056190,es un codigo ISBN de una edicion publicada por,"Instituto de Investigaciones Históricas, Universidad Michoacana de San Nicolás de Hidalgo"
9709056190,es un codigo ISBN de una edicion publicada por,"Universidad de Puerto Rico, Recinto de Río Piedras"
9709056204,es un codigo ISBN para el libro,El Caribe y América Latina
9709056204,es un codigo ISBN de una edicion publicada por,Consejo Superior de Investigaciones Científicas
9709056204,es un codigo ISBN de una edicion publicada por,"Instituto Michoacano de Cultura, Gobierno del Estado de Michoacán"
9709056204,es un codigo ISBN de una edicion publicada por,"Instituto de Investigaciones Históricas, Universidad Michoacana de San Nicolás de Hidalgo"
9709056204,es un codigo ISBN de una edicion publicada por,"Universidad de Puerto Rico, Recinto de Río Piedras"
9709056204,está escrito en,Español
Alfredo Cortês,es autor de la obra,El Caribe y América Latina
El Caribe y América Latina,pertenece al género,Congresses
El Caribe y América Latina,pertenece al género,History
El Caribe y América Latina,pertenece al género,Influence
8499218695,es un codigo ISBN para el libro,Impro
8499218695,es un codigo ISBN de una edicion publicada por,"Editorial Octaedro, S.L."
9788499218694,es un codigo ISBN para el libro,Impro
9788499218694,es un codigo ISBN de una edicion publicada por,"Editorial Octaedro, S.L."
Alfredo Cortês,es autor de la obra,Impro
9707030194,es un codigo ISBN para el libro,Historias y procesos
9707030194,es un codigo ISBN de una edicion publicada por,"Escuela de Historia, Instituto de Investigaciones Históricas, Universidad Michoacana de San Nicolás de Hidalgo"
9707030194,es un codigo ISBN de una edicion publicada por,"Instituto Michoacano de Cultura, Gobierno del Estado de Michoacán"
9707030194,está escrito en,Español
Alfredo Cortês,es autor de la obra,Historias y procesos
Historias y procesos,pertenece al género,Education
Historias y procesos,pertenece al género,History
9786074556391,es un codigo ISBN para el libro,Imágenes de la modernidad
9786074556391,es un codigo ISBN de una edicion publicada por,Consejo Nacional para la Cultura y las Artes / Centro Cultural Tijuana
9786074556391,está escrito en,Español
6074556393,es un codigo ISBN para el libro,Imágenes de la modernidad
6074556393,es un codigo ISBN de una edicion publicada por,Consejo Nacional para la Cultura y las Artes / Centro Cultural Tijuana
6074556393,está escrito en,Español
Alfredo Cortês,es autor de la obra,Imágenes de la modernidad
Imágenes de la modernidad,pertenece al género,Documentary photography
Imágenes de la modernidad,pertenece al género,Catalogs
Imágenes de la modernidad,pertenece al género,History
9687598662,es un codigo ISBN para el libro,"Región, frontera y prácticas culturales en la historia de América Latina y el Caribe"
9687598662,es un codigo ISBN de una edicion publicada por,"Universidad Michoacana de San Nicolás de Hidalgo, Facultad de Historia"
9687598662,es un codigo ISBN de una edicion publicada por,"Universidade Federal de Goiás, Centro de Estudos do Caribe no Brasil"
9687598662,está escrito en,Español
Alfredo Cortês,es autor de la obra,"Región, frontera y prácticas culturales en la historia de América Latina y el Caribe"
"Región, frontera y prácticas culturales en la historia de América Latina y el Caribe",pertenece al género,Social conditions
"Región, frontera y prácticas culturales en la historia de América Latina y el Caribe",pertenece al género,History
"Región, frontera y prácticas culturales en la historia de América Latina y el Caribe",pertenece al género,América Latina
Carlos Queiroz,es de nacionalidad,Portugal
9726170990,es un codigo ISBN para el libro,Epístola aos vindouros e outros poemas
9726170990,es un codigo ISBN de una edicion publicada por,Edições Atica
9726170990,está escrito en,Portugués
Carlos Queiroz,es autor de la obra,Epístola aos vindouros e outros poemas
Epístola aos vindouros e outros poemas,pertenece al género,Portuguese poetry
9789726172451,es un codigo ISBN para el libro,"Fernando Pessoa, o poeta e os seus fantasmas"
9789726172451,es un codigo ISBN de una edicion publicada por,Ática
9789726172451,está escrito en,Portugués
Carlos Queiroz,es autor de la obra,"Fernando Pessoa, o poeta e os seus fantasmas"
"Fernando Pessoa, o poeta e os seus fantasmas",pertenece al género,Criticism and interpretation
"Fernando Pessoa, o poeta e os seus fantasmas",pertenece al género,Correspondence
"Fernando Pessoa, o poeta e os seus fantasmas",pertenece al género,Manuscripts
Pedro Tamen,es de nacionalidad,Portugal
1857545400,es un codigo ISBN para el libro,Honey and Poison
1857545400,es un codigo ISBN de una edicion publicada por,Carcanet
1857545400,está escrito en,Inglés
1857545400,es un codigo ISBN de una edicion publicada por,Carcanet Press Ltd.
9781857545401,es un codigo ISBN para el libro,Honey and Poison
9781857545401,es un codigo ISBN de una edicion publicada por,Carcanet Press Ltd.
9781857545401,está escrito en,Inglés
Pedro Tamen,es autor de la obra,Honey and Poison
Honey and Poison,pertenece al género,Translations into English
Honey and Poison,pertenece al género,Poetry (poetic works by one author)
9789722039710,es un codigo ISBN para el libro,O livro do sapateiro
9789722039710,es un codigo ISBN de una edicion publicada por,Publicações Dom Quixote
9789722039710,está escrito en,Portugués
Pedro Tamen,es autor de la obra,O livro do sapateiro
9726420091,es un codigo ISBN para el libro,Tábua das matérias
9726420091,es un codigo ISBN de una edicion publicada por,Tertúlia
9726420091,está escrito en,Portugués
Pedro Tamen,es autor de la obra,Tábua das matérias
9725642007,es un codigo ISBN para el libro,Depois de ver
9725642007,es un codigo ISBN de una edicion publicada por,Quetzal Editores
9725642007,está escrito en,Portugués
Pedro Tamen,es autor de la obra,Depois de ver
Depois de ver,pertenece al género,"Art, Modern"
Depois de ver,pertenece al género,"Art, Portuguese"
Depois de ver,pertenece al género,Catalogs
2930232226,es un codigo ISBN para el libro,Maitre ès Sanglots
2930232226,es un codigo ISBN de una edicion publicada por,Le Taillis Pré
2930232226,está escrito en,Francés
Pedro Tamen,es autor de la obra,Maitre ès Sanglots
9789722051798,es un codigo ISBN para el libro,Rua de nenhures
9789722051798,es un codigo ISBN de una edicion publicada por,D. Quixote
9789722051798,está escrito en,Portugués
Pedro Tamen,es autor de la obra,Rua de nenhures
9789724148786,es un codigo ISBN para el libro,Analogia e dedos
9789724148786,es un codigo ISBN de una edicion publicada por,Oceanos
9789724148786,está escrito en,Portugués
Pedro Tamen,es autor de la obra,Analogia e dedos
9727920292,es un codigo ISBN para el libro,Retábulo das matérias
9727920292,es un codigo ISBN de una edicion publicada por,Gótica
9727920292,está escrito en,Portugués
Pedro Tamen,es autor de la obra,Retábulo das matérias
9728076231,es un codigo ISBN para el libro,50 anos de tapeçaria em Portugal
9728076231,es un codigo ISBN de una edicion publicada por,O Centro
9728076231,está escrito en,Portugués
Pedro Tamen,es autor de la obra,50 anos de tapeçaria em Portugal
50 anos de tapeçaria em Portugal,pertenece al género,Manufactura de Tapeçarias de Portalegre
50 anos de tapeçaria em Portugal,pertenece al género,Exhibitions
50 anos de tapeçaria em Portugal,pertenece al género,Tapestry
9789722044011,es un codigo ISBN para el libro,Um teatro às escuras
9789722044011,es un codigo ISBN de una edicion publicada por,Publicações Dom Quixote
9789722044011,está escrito en,Portugués
Pedro Tamen,es autor de la obra,Um teatro às escuras
8804512849,es un codigo ISBN para el libro,Inchiostro nero che danza sulla pagina
8804512849,es un codigo ISBN de una edicion publicada por,A. Mondadori
8804512849,está escrito en,Italiano
Pedro Tamen,es autor de la obra,Inchiostro nero che danza sulla pagina
Inchiostro nero che danza sulla pagina,pertenece al género,Portuguese poetry
Inchiostro nero che danza sulla pagina,pertenece al género,Translations into Italian
9788483743454,es un codigo ISBN para el libro,Caronte y memoria
9788483743454,es un codigo ISBN de una edicion publicada por,Huerga y Fierro Editores
8483743450,es un codigo ISBN para el libro,Caronte y memoria
8483743450,es un codigo ISBN de una edicion publicada por,Huerga y Fierro Editores
Pedro Tamen,es autor de la obra,Caronte y memoria
Sebastião da Gama,es de nacionalidad,Portugal
9727990398,es un codigo ISBN para el libro,Pelo sonho é que vamos
9727990398,es un codigo ISBN de una edicion publicada por,Edições Arrábida
9727990398,está escrito en,Portugués
Sebastião da Gama,es autor de la obra,Pelo sonho é que vamos
9789722344944,es un codigo ISBN para el libro,Diário
9789722344944,es un codigo ISBN de una edicion publicada por,Editorial Presença
9789722344944,está escrito en,Portugués
9722344943,es un codigo ISBN para el libro,Diário
9722344943,es un codigo ISBN de una edicion publicada por,Editorial Presença
9722344943,está escrito en,Portugués
Sebastião da Gama,es autor de la obra,Diário
Diário,pertenece al género,Portuguese Poets
Diário,pertenece al género,Student teachers
Diário,pertenece al género,Diaries
9727990401,es un codigo ISBN para el libro,Itinerário paralelo
9727990401,es un codigo ISBN de una edicion publicada por,Edições Arrábida
9727990401,está escrito en,Portugués
Sebastião da Gama,es autor de la obra,Itinerário paralelo
9726170974,es un codigo ISBN para el libro,Cabo da Boa Esperança
9726170974,es un codigo ISBN de una edicion publicada por,Edições Atica
9726170974,está escrito en,Portugués
Sebastião da Gama,es autor de la obra,Cabo da Boa Esperança
9727990223,es un codigo ISBN para el libro,Não morri porque cantei--
9727990223,es un codigo ISBN de una edicion publicada por,Edições Arrábida
9727990223,está escrito en,Portugués
Sebastião da Gama,es autor de la obra,Não morri porque cantei--
9726170028,es un codigo ISBN para el libro,Serra-mãe
9726170028,es un codigo ISBN de una edicion publicada por,Edições Atica
9726170028,está escrito en,Portugués
Sebastião da Gama,es autor de la obra,Serra-mãe
9726170966,es un codigo ISBN para el libro,Cartas
9726170966,es un codigo ISBN de una edicion publicada por,Edições Atica
9726170966,está escrito en,Portugués
Sebastião da Gama,es autor de la obra,Cartas
Cartas,pertenece al género,Correspondence
Cartas,pertenece al género,Portuguese Poets
972799041X,es un codigo ISBN para el libro,Estevas
972799041X,es un codigo ISBN de una edicion publicada por,Edições Arrábida
972799041X,está escrito en,Portugués
Sebastião da Gama,es autor de la obra,Estevas
Gastão Cruz,es de nacionalidad,Portugal
856450202X,es un codigo ISBN para el libro,Escarpas
856450202X,es un codigo ISBN de una edicion publicada por,Móbile Editorial
856450202X,está escrito en,Portugués
9788564502024,es un codigo ISBN para el libro,Escarpas
9788564502024,es un codigo ISBN de una edicion publicada por,Móbile Editorial
9788564502024,está escrito en,Portugués
9789723714821,es un codigo ISBN para el libro,Escarpas
9789723714821,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9789723714821,está escrito en,Portugués
Gastão Cruz,es autor de la obra,Escarpas
9789723713640,es un codigo ISBN para el libro,A vida da poesia
9789723713640,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9789723713640,está escrito en,Portugués
Gastão Cruz,es autor de la obra,A vida da poesia
A vida da poesia,pertenece al género,Portuguese poetry
A vida da poesia,pertenece al género,History and criticism
9789723714326,es un codigo ISBN para el libro,Os poemas
9789723714326,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9789723714326,está escrito en,Portugués
Gastão Cruz,es autor de la obra,Os poemas
9723702592,es un codigo ISBN para el libro,As leis do caos
9723702592,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723702592,está escrito en,Portugués
Gastão Cruz,es autor de la obra,As leis do caos
9727082874,es un codigo ISBN para el libro,As pedras negras
9727082874,es un codigo ISBN de una edicion publicada por,Relógio d'Agua Editores
9727082874,está escrito en,Portugués
Gastão Cruz,es autor de la obra,As pedras negras
9723706008,es un codigo ISBN para el libro,Crateras
9723706008,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723706008,está escrito en,Portugués
Gastão Cruz,es autor de la obra,Crateras
972370904X,es un codigo ISBN para el libro,Repercussão
972370904X,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
972370904X,está escrito en,Portugués
Gastão Cruz,es autor de la obra,Repercussão
9723707365,es un codigo ISBN para el libro,Rua de Portugal
9723707365,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723707365,está escrito en,Portugués
Gastão Cruz,es autor de la obra,Rua de Portugal
9789723716764,es un codigo ISBN para el libro,Fogo
9789723716764,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9789723716764,está escrito en,Portugués
9723716763,es un codigo ISBN para el libro,Fogo
9723716763,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723716763,está escrito en,Portugués
Gastão Cruz,es autor de la obra,Fogo
9723709848,es un codigo ISBN para el libro,Quinze poetas portugueses do seculo XX
9723709848,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9723709848,está escrito en,Portugués
Gastão Cruz,es autor de la obra,Quinze poetas portugueses do seculo XX
Quinze poetas portugueses do seculo XX,pertenece al género,Portuguese poetry
9789723716085,es un codigo ISBN para el libro,Observação do verão
9789723716085,es un codigo ISBN de una edicion publicada por,Assírio & Alvim
9789723716085,está escrito en,Portugués
Gastão Cruz,es autor de la obra,Observação do verão
João Aguiar,es de nacionalidad,Portugal
9789720041807,es un codigo ISBN para el libro,O priorado do cifrão
9789720041807,es un codigo ISBN de una edicion publicada por,Porto Editora
9789720041807,está escrito en,Portugués
João Aguiar,es autor de la obra,O priorado do cifrão
9724118223,es un codigo ISBN para el libro,Inês de Portugal
9724118223,es un codigo ISBN de una edicion publicada por,[Edições ASA]
9724118223,está escrito en,Portugués
9724119223,es un codigo ISBN para el libro,Inês de Portugal
9724119223,es un codigo ISBN de una edicion publicada por,Asa Editores
João Aguiar,es autor de la obra,Inês de Portugal
Inês de Portugal,pertenece al género,Fiction
9724132889,es un codigo ISBN para el libro,Uma deusa na bruma
9724132889,es un codigo ISBN de una edicion publicada por,Asa
9724132889,está escrito en,Portugués
João Aguiar,es autor de la obra,Uma deusa na bruma
9789724147024,es un codigo ISBN para el libro,Sebastião e os Mundos Secretos
9789724147024,es un codigo ISBN de una edicion publicada por,Edições Asa
9724147029,es un codigo ISBN para el libro,Sebastião e os Mundos Secretos
9724147029,es un codigo ISBN de una edicion publicada por,Edições Asa
João Aguiar,es autor de la obra,Sebastião e os Mundos Secretos
9781781604816,es un codigo ISBN para el libro,Sertorio
9781781604816,es un codigo ISBN de una edicion publicada por,Edhasa
9781781604816,está escrito en,Inglés
9788435045353,es un codigo ISBN para el libro,Sertorio
9788435045353,es un codigo ISBN de una edicion publicada por,Edhasa
9788435045353,está escrito en,Español
João Aguiar,es autor de la obra,Sertorio
9789898160232,es un codigo ISBN para el libro,Nas margens da solidão
9789898160232,es un codigo ISBN de una edicion publicada por,Padrões Culturais Editora
9789898160232,está escrito en,Portugués
João Aguiar,es autor de la obra,Nas margens da solidão
972412696X,es un codigo ISBN para el libro,Diálogo das compensadas
972412696X,es un codigo ISBN de una edicion publicada por,ASA Editores
972412696X,está escrito en,Portugués
João Aguiar,es autor de la obra,Diálogo das compensadas
9724116646,es un codigo ISBN para el libro,A encomendação das almas
9724116646,es un codigo ISBN de una edicion publicada por,Edições ASA
9724116646,está escrito en,Portugués
João Aguiar,es autor de la obra,A encomendação das almas
9724115380,es un codigo ISBN para el libro,A hora de Sertório
9724115380,es un codigo ISBN de una edicion publicada por,Edições ASA
9724115380,está escrito en,Portugués
João Aguiar,es autor de la obra,A hora de Sertório
A hora de Sertório,pertenece al género,Fiction
9724117812,es un codigo ISBN para el libro,Navegador solitário
9724117812,es un codigo ISBN de una edicion publicada por,Edições ASA
9724117812,está escrito en,Portugués
João Aguiar,es autor de la obra,Navegador solitário
9722007874,es un codigo ISBN para el libro,O canto dos fantasmas
9722007874,es un codigo ISBN de una edicion publicada por,Publicações Dom Quixote
9722007874,está escrito en,Portugués
João Aguiar,es autor de la obra,O canto dos fantasmas
9724120015,es un codigo ISBN para el libro,O dragão de fumo
9724120015,es un codigo ISBN de una edicion publicada por,Edições Asa
9724120015,está escrito en,Portugués
João Aguiar,es autor de la obra,O dragão de fumo
9724111229,es un codigo ISBN para el libro,Os comedores de pérolas
9724111229,es un codigo ISBN de una edicion publicada por,ASA
9724111229,está escrito en,Portugués
João Aguiar,es autor de la obra,Os comedores de pérolas
9724121593,es un codigo ISBN para el libro,O xarope do marquês
9724121593,es un codigo ISBN de una edicion publicada por,Edições ASA
9724121593,está escrito en,Portugués
João Aguiar,es autor de la obra,O xarope do marquês
9724122204,es un codigo ISBN para el libro,Um estranho antepassado
9724122204,es un codigo ISBN de una edicion publicada por,Edições Asa
9724122204,está escrito en,Portugués
João Aguiar,es autor de la obra,Um estranho antepassado
9724126420,es un codigo ISBN para el libro,O ladrão invisível
9724126420,es un codigo ISBN de una edicion publicada por,ASA
9724126420,está escrito en,Portugués
João Aguiar,es autor de la obra,O ladrão invisível
9724124614,es un codigo ISBN para el libro,Um crime na ópera
9724124614,es un codigo ISBN de una edicion publicada por,ASA
9724124614,está escrito en,Portugués
João Aguiar,es autor de la obra,Um crime na ópera
9724124126,es un codigo ISBN para el libro,A catedral verde
9724124126,es un codigo ISBN de una edicion publicada por,ASA
9724124126,está escrito en,Portugués
João Aguiar,es autor de la obra,A catedral verde
9722328891,es un codigo ISBN para el libro,"A CAUDA DO DIABO (Colecção: Pedro & Companhia, Nº na Colecção: 3)"
9722328891,es un codigo ISBN de una edicion publicada por,Editorial Presenca
9722328891,está escrito en,Portugués
João Aguiar,es autor de la obra,"A CAUDA DO DIABO (Colecção: Pedro & Companhia, Nº na Colecção: 3)"
9724112993,es un codigo ISBN para el libro,O homem sem nome
9724112993,es un codigo ISBN de una edicion publicada por,ASA
9724112993,está escrito en,Portugués
João Aguiar,es autor de la obra,O homem sem nome
9722328190,es un codigo ISBN para el libro,"OS PODERES DO RAIO (Colecção: Pedro & Companhia, Nº na Colecção: 1)"
9722328190,es un codigo ISBN de una edicion publicada por,Editorial Presenca
9722328190,está escrito en,Portugués
João Aguiar,es autor de la obra,"OS PODERES DO RAIO (Colecção: Pedro & Companhia, Nº na Colecção: 1)"
9722328522,es un codigo ISBN para el libro,"A POÇA DAS FEITICEIRAS (Colecção: Pedro & Companhia, Nº na Colecção: 2)"
9722328522,es un codigo ISBN de una edicion publicada por,Editorial Presenca
9722328522,está escrito en,Portugués
João Aguiar,es autor de la obra,"A POÇA DAS FEITICEIRAS (Colecção: Pedro & Companhia, Nº na Colecção: 2)"
9788425340369,es un codigo ISBN para el libro,El Rio Sagrado/ the Sacret River
9788425340369,es un codigo ISBN de una edicion publicada por,Grijalbo Mondadori Sa
9788425340369,está escrito en,Español
8425340365,es un codigo ISBN para el libro,El Rio Sagrado/ the Sacret River
8425340365,es un codigo ISBN de una edicion publicada por,Grijalbo Mondadori Sa
8425340365,está escrito en,Español
João Aguiar,es autor de la obra,El Rio Sagrado/ the Sacret River
9509009644,es un codigo ISBN para el libro,Ines de Portugal
9509009644,es un codigo ISBN de una edicion publicada por,Edhasa
9509009644,está escrito en,Español
9789509009646,es un codigo ISBN para el libro,Ines de Portugal
9789509009646,es un codigo ISBN de una edicion publicada por,Edhasa
9789509009646,está escrito en,Español
João Aguiar,es autor de la obra,Ines de Portugal
972412925X,es un codigo ISBN para el libro,A parede rachada
972412925X,es un codigo ISBN de una edicion publicada por,Edições ASA
972412925X,está escrito en,Portugués
João Aguiar,es autor de la obra,A parede rachada
9789722519878,es un codigo ISBN para el libro,Os super portugueses
9789722519878,es un codigo ISBN de una edicion publicada por,Bertrand Editora
9789722519878,está escrito en,Portugués
João Aguiar,es autor de la obra,Os super portugueses
Os super portugueses,pertenece al género,Biography
Os super portugueses,pertenece al género,History
9789724141442,es un codigo ISBN para el libro,O Jardim Das Delicias [ Livre importé d´Espagne ]
9789724141442,es un codigo ISBN de una edicion publicada por,ASA EDIÇOES
9789724141442,está escrito en,Portugués
9724141446,es un codigo ISBN para el libro,O Jardim Das Delicias [ Livre importé d´Espagne ]
9724141446,es un codigo ISBN de una edicion publicada por,ASA EDIÇOES
9724141446,está escrito en,Portugués
João Aguiar,es autor de la obra,O Jardim Das Delicias [ Livre importé d´Espagne ]
Teodomiro Leite de Vasconcelos,es de nacionalidad,Portugal
Lauro António,es de nacionalidad,Portugal
0769213359,es un codigo ISBN para el libro,Venezuelan Waltz
0769213359,es un codigo ISBN de una edicion publicada por,Alfred Publishing Company
0769213359,está escrito en,Inglés
9780769213354,es un codigo ISBN para el libro,Venezuelan Waltz
9780769213354,es un codigo ISBN de una edicion publicada por,Alfred Publishing Company
9780769213354,está escrito en,Inglés
Lauro António,es autor de la obra,Venezuelan Waltz
9782843944062,es un codigo ISBN para el libro,Works For Guitar
9782843944062,es un codigo ISBN de una edicion publicada por,Caroni Music
Lauro António,es autor de la obra,Works For Guitar
8402050794,es un codigo ISBN para el libro,Años difíciles
8402050794,es un codigo ISBN de una edicion publicada por,Bruguera
8402050794,está escrito en,Español
Lauro António,es autor de la obra,Años difíciles
Años difíciles,pertenece al género,Spanish drama
9781973478034,es un codigo ISBN para el libro,História de Um Ex-Viciado No Outro Mundo
9781973478034,es un codigo ISBN de una edicion publicada por,Independently Published
9781973478034,está escrito en,Portugués
Lauro António,es autor de la obra,História de Um Ex-Viciado No Outro Mundo
8877042060,es un codigo ISBN para el libro,La filosofia del denaro dopo Ezra Pound
8877042060,es un codigo ISBN de una edicion publicada por,"Fondazione culturale ""Lauro Chiazzese"" della Sicilcassa"
8877042060,está escrito en,Italiano
8877044281,es un codigo ISBN para el libro,La filosofia del denaro dopo Ezra Pound
8877044281,es un codigo ISBN de una edicion publicada por,"Fondazione culturale ""Lauro Chiazzese"" della Sicilcassa"
8877044281,está escrito en,Italiano
Lauro António,es autor de la obra,La filosofia del denaro dopo Ezra Pound
La filosofia del denaro dopo Ezra Pound,pertenece al género,Economic history
La filosofia del denaro dopo Ezra Pound,pertenece al género,Congresses
La filosofia del denaro dopo Ezra Pound,pertenece al género,Money
Gonçalo Cadilhe,es de nacionalidad,Portugal
9789897240164,es un codigo ISBN para el libro,Um lugar dentro de nós
9789897240164,es un codigo ISBN de una edicion publicada por,Clube do Autor
9789897240164,está escrito en,Portugués
Gonçalo Cadilhe,es autor de la obra,Um lugar dentro de nós
9789897240782,es un codigo ISBN para el libro,Passagem para o horizonte
9789897240782,es un codigo ISBN de una edicion publicada por,Clube do Autor
9789897240782,está escrito en,Portugués
Gonçalo Cadilhe,es autor de la obra,Passagem para o horizonte
9789895554867,es un codigo ISBN para el libro,Um Km de cada vez
9789895554867,es un codigo ISBN de una edicion publicada por,Oficina do Livro
9789895554867,está escrito en,Portugués
Gonçalo Cadilhe,es autor de la obra,Um Km de cada vez
Um Km de cada vez,pertenece al género,Voyages and travels
Um Km de cada vez,pertenece al género,Anecdotes
9789897242656,es un codigo ISBN para el libro,O mundo é fácil
9789897242656,es un codigo ISBN de una edicion publicada por,Clube do Autor
Gonçalo Cadilhe,es autor de la obra,O mundo é fácil
989555267X,es un codigo ISBN para el libro,África acima
989555267X,es un codigo ISBN de una edicion publicada por,Oficina do Livro
989555267X,está escrito en,Portugués
9789895552672,es un codigo ISBN para el libro,África acima
9789895552672,es un codigo ISBN de una edicion publicada por,Oficina do Livro
9789895552672,está escrito en,Portugués
Gonçalo Cadilhe,es autor de la obra,África acima
África acima,pertenece al género,Travel
África acima,pertenece al género,Description and travel
9897243720,es un codigo ISBN para el libro,O Esplendor do Mundo
9897243720,es un codigo ISBN de una edicion publicada por,Clube do Autor
9789897243721,es un codigo ISBN para el libro,O Esplendor do Mundo
9789897243721,es un codigo ISBN de una edicion publicada por,Clube do Autor
Gonçalo Cadilhe,es autor de la obra,O Esplendor do Mundo
9789895553471,es un codigo ISBN para el libro,Nos passos de Magalhães
9789895553471,es un codigo ISBN de una edicion publicada por,Oficina do Livro
9789895553471,está escrito en,Portugués
Gonçalo Cadilhe,es autor de la obra,Nos passos de Magalhães
Nos passos de Magalhães,pertenece al género,Travel
Nos passos de Magalhães,pertenece al género,Voyages around the world
9789895554218,es un codigo ISBN para el libro,Tournée
9789895554218,es un codigo ISBN de una edicion publicada por,Oficina do Livro
9789895554218,está escrito en,Portugués
Gonçalo Cadilhe,es autor de la obra,Tournée
Tournée,pertenece al género,Voyages and travels
Tournée,pertenece al género,Travel
Tournée,pertenece al género,Anecdotes
Gonçalo Pereira Pimenta de Castro,es de nacionalidad,Portugal
Henrique Galvão,es de nacionalidad,Portugal
0548452040,es un codigo ISBN para el libro,Santa Maria
0548452040,es un codigo ISBN de una edicion publicada por,"Kessinger Publishing, LLC"
0548452040,está escrito en,Inglés
9780548452042,es un codigo ISBN para el libro,Santa Maria
9780548452042,es un codigo ISBN de una edicion publicada por,"Kessinger Publishing, LLC"
9780548452042,está escrito en,Inglés
Henrique Galvão,es autor de la obra,Santa Maria
9780343307332,es un codigo ISBN para el libro,Santa Maria : my crusade for Portugal
9780343307332,es un codigo ISBN de una edicion publicada por,"Creative Media Partners, LLC"
9780343307332,está escrito en,Inglés
Henrique Galvão,es autor de la obra,Santa Maria : my crusade for Portugal
Santa Maria : my crusade for Portugal,pertenece al género,Henrique Galvao
Santa Maria : my crusade for Portugal,pertenece al género,Politics and government
Santa Maria : my crusade for Portugal,pertenece al género,Santa Maria (Steamship)
Ilse Losa,es de nacionalidad,Portugal
972360535X,es un codigo ISBN para el libro,O mundo em que vivi
972360535X,es un codigo ISBN de una edicion publicada por,Ediçoes Afrontamento
9789723605358,es un codigo ISBN para el libro,O mundo em que vivi
9789723605358,es un codigo ISBN de una edicion publicada por,Ediçoes Afrontamento
Ilse Losa,es autor de la obra,O mundo em que vivi
9789723605181,es un codigo ISBN para el libro,O Príncipe Nabo
9789723605181,es un codigo ISBN de una edicion publicada por,Edições Afrontamento
972360518X,es un codigo ISBN para el libro,O Príncipe Nabo
972360518X,es un codigo ISBN de una edicion publicada por,Edições Afrontamento
Ilse Losa,es autor de la obra,O Príncipe Nabo
9723602997,es un codigo ISBN para el libro,Ida e volta
9723602997,es un codigo ISBN de una edicion publicada por,Edições Afrontamento
9723602997,está escrito en,Portugués
Ilse Losa,es autor de la obra,Ida e volta
Ida e volta,pertenece al género,Description and travel
Ida e volta,pertenece al género,Journeys
Ida e volta,pertenece al género,Portuguese Authors
9724102335,es un codigo ISBN para el libro,o Quadro roubado
9724102335,es un codigo ISBN de una edicion publicada por,ASA
9724102335,está escrito en,Portugués
