Obra,Relación,Fecha de Publicación
Obras I - Fernando del Paso,fue_publicado_en,2001-08-01 00:00:00
Ripios Y Adivinanzas Del Mar,fue_publicado_en,2004-12-01 00:00:00
Fernando Garcia Ponce,fue_publicado_en,2002-01-01 00:00:00
Teatro Completo,fue_publicado_en,2004-06-30 00:00:00
Waterman's Boy,fue_publicado_en,1992-01-01 00:00:00
Teología y pornografía,fue_publicado_en,2001-06-30 00:00:00
Obras Reunidas Iv/ Complete Works IV,fue_publicado_en,2004-06-30 00:00:00
"Obras Reunidas Ii, Juan Garcia Ponce (Obras Reunidas)",fue_publicado_en,2005-06-30 00:00:00
El Gato,fue_publicado_en,2002-06-28 00:00:00
Autobiografia Precoz,fue_publicado_en,2002-09-01 00:00:00
LA Casa En LA Playa,fue_publicado_en,2001-11-01 00:00:00
La Noche/ The Night,fue_publicado_en,2005-06-30 00:00:00
Novelas Breves / Novellas,fue_publicado_en,2000-03-01 00:00:00
Obras Reunidas Iii/ Complete Works III,fue_publicado_en,2004-06-30 00:00:00
"Personas, Lugares Y Anexas",fue_publicado_en,2001-11-01 00:00:00
"Entre Las Lineas, Entre Las Vidas",fue_publicado_en,2001-11-01 00:00:00
La Errancia Sin Fin,fue_publicado_en,2001-10-01 00:00:00
Jardin De Invierno,fue_publicado_en,1989-07-01 00:00:00
La forza del destino,fue_publicado_en,2004-01-01 00:00:00
Obras Reunidas Ii/ Complete Works II,fue_publicado_en,2006-06-24 00:00:00
Onetti,fue_publicado_en,1981-01-01 00:00:00
Los mejores cuentos mexicanos,fue_publicado_en,2002-05-01 00:00:00
Juego Limpio,fue_publicado_en,1998-07-01 00:00:00
Juárez y la República,fue_publicado_en,2003-05-01 00:00:00
Juárez y el Imperio,fue_publicado_en,2003-05-01 00:00:00
"Concepto de Generacion Literaria, El (Teoria de la Literatura y Literatura Comparada)",fue_publicado_en,2000-12-01 00:00:00
Las yeguas finas,fue_publicado_en,2004-01-01 00:00:00
"Compro, Luego Existo",fue_publicado_en,2003-09-01 00:00:00
Los de arriba,fue_publicado_en,2005-02-28 00:00:00
La Reinas De Polanco,fue_publicado_en,2004-06-01 00:00:00
Los Grillos Y Otras Grillas (Biblioteca Guadalupe Loaeza),fue_publicado_en,2004-10-01 00:00:00
El ABC de las y los mexicanos,fue_publicado_en,2007-04-10 00:00:00
"Hombres, Maravillosos / Men, Marvellous (Primero)",fue_publicado_en,2003-09-01 00:00:00
Las ninas bien,fue_publicado_en,1991-10-01 00:00:00
Las Ninas Bien,fue_publicado_en,2004-08-01 00:00:00
Los de arriba / The Ones On Top,fue_publicado_en,2004-08-30 00:00:00
Por los de abajo/ For the People,fue_publicado_en,2005-06-30 00:00:00
Siempre Estara Paris,fue_publicado_en,2005-07-01 00:00:00
Simplemente Martita... (Periodismo),fue_publicado_en,2004-04-30 00:00:00
Simplemente Martita / Simply Martita,fue_publicado_en,2004-10-30 00:00:00
Sin Cuenta/the Powerless,fue_publicado_en,1998-01-01 00:00:00
Confieso Que He Leido Hola!/ I Confess That I Have Read Hello!,fue_publicado_en,2006-11-01 00:00:00
Paso del Nortec,fue_publicado_en,2004-01-01 00:00:00
Ciberficcion,fue_publicado_en,2001-04-01 00:00:00
Los Presidentes/ The Presidents,fue_publicado_en,2007-02-28 00:00:00
El Indio Que Mato Al Padre Pro/the Indian That Killed Father Pro,fue_publicado_en,2005-07-30 00:00:00
Maxima Seguridad/maximum Securuty,fue_publicado_en,2002-03-15 00:00:00
"Siqueiros, La Piel Y La Entrana (Popular)",fue_publicado_en,2006-02-17 00:00:00
La Pareja,fue_publicado_en,2006-02-28 00:00:00
Pintura y escultura españolas del siglo XX,fue_publicado_en,1989-12-01 00:00:00
El Barro,fue_publicado_en,1983-02-01 00:00:00
La Mara,fue_publicado_en,2004-06-01 00:00:00
"Porque es pecado, no te lo doy/ Because it's Sin, I Won´t Give It to You",fue_publicado_en,2005-09-30 00:00:00
La Condicion Del Tiempo,fue_publicado_en,2003-06-29 00:00:00
Mestizo De Salgari,fue_publicado_en,2006-03-07 00:00:00
Otra vez el santo,fue_publicado_en,2005-06-30 00:00:00
La esquina de los ojos rojos,fue_publicado_en,2006-02-28 00:00:00
El Pais Del Alma,fue_publicado_en,2002-12-19 00:00:00
Pais del alma/Country of the soul,fue_publicado_en,2002-02-01 00:00:00
Reina de America,fue_publicado_en,2003-01-01 00:00:00
"Reina De America (Biblioteca Breve (Barcelona, Spain).)",fue_publicado_en,2002-06-01 00:00:00
Revolution #9,fue_publicado_en,1993-09-01 00:00:00
Family Medical Encyclopedia,fue_publicado_en,2006-11-01 00:00:00
Atlas of the Human Body,fue_publicado_en,2004-06-30 00:00:00
Imitation of Christ,fue_publicado_en,1998-10-01 00:00:00
Introduction à la vie dévote,fue_publicado_en,1942-05-31 00:00:00
Il Combattimento Spirituale,fue_publicado_en,1997-03-01 00:00:00
The Five Chinese Brothers,fue_publicado_en,1958-06-01 00:00:00
The accidental bride,fue_publicado_en,2000-12-01 00:00:00
Hostage Bride,fue_publicado_en,1998-06-01 00:00:00
Traité de l'amour de Dieu,fue_publicado_en,1997-01-01 00:00:00
The Diamond Slipper,fue_publicado_en,1997-01-01 00:00:00
Virtue,fue_publicado_en,1999-12-01 00:00:00
De libero arbitrio,fue_publicado_en,1964-01-01 00:00:00
Almost a Bride,fue_publicado_en,2006-07-01 00:00:00
Vixen,fue_publicado_en,1994-01-01 00:00:00
The Widow's Kiss,fue_publicado_en,2001-11-01 00:00:00
The Bride Hunt,fue_publicado_en,2007-12-30 00:00:00
Velvet,fue_publicado_en,1994-07-01 00:00:00
Vice,fue_publicado_en,1996-05-02 00:00:00
The pampas and Andes,fue_publicado_en,2004-09-01 00:00:00
Beautiful Just,fue_publicado_en,1991-06-01 00:00:00
The Bay of Strangers,fue_publicado_en,1990-08-01 00:00:00
Rene Del Risco Y Bermudez,fue_publicado_en,2003-04-30 00:00:00
Pedro Henríquez Ureña,fue_publicado_en,2001-01-01 00:00:00
33 Historiadores Dominicanos,fue_publicado_en,2002-01-31 00:00:00
La identidad negada,fue_publicado_en,1993-07-01 00:00:00
Nacionalismo Y Cultura En Republica Dominicana,fue_publicado_en,2003-03-31 00:00:00
La Transicion a La Democracia En La Novela Española,fue_publicado_en,2006-06-30 00:00:00
Valoracion de Francisco Umbral,fue_publicado_en,2003-01-01 00:00:00
"Vida, pensamiento y aventura de César González-Ruano",fue_publicado_en,2005-01-01 00:00:00
Como Estudiar,fue_publicado_en,1999-04-01 00:00:00
Oteiza Pasion Y Razon,fue_publicado_en,2003-10-13 00:00:00
Vida del padre maestro Juan de Ávila,fue_publicado_en,2007-01-01 00:00:00
De Espantos Y Espasmos,fue_publicado_en,2003-08-31 00:00:00
El Eterno Masculino (Libros Singulares (Ls)),fue_publicado_en,2005-06-30 00:00:00
Amalia - 2 Tomos -,fue_publicado_en,1994-08-01 00:00:00
Amalia - Tomo 1 -,fue_publicado_en,1997-09-01 00:00:00
Amalia - Tomo 2 -,fue_publicado_en,1997-09-01 00:00:00
Amalia - Una Mujer Enamorada Version Actualizada,fue_publicado_en,2000-05-01 00:00:00
Camelot Ablaze (Coleccion Egro),fue_publicado_en,1999-10-30 00:00:00
Unitarios y federales,fue_publicado_en,1998-07-01 00:00:00
Dreamweaver 4,fue_publicado_en,2005-09-30 00:00:00
Dreamweaver Mx 2004,fue_publicado_en,2005-09-30 00:00:00
Dreamweaver Mx,fue_publicado_en,2006-07-30 00:00:00
Edicion De Paginas Web/web Page,fue_publicado_en,2005-09-30 00:00:00
Dreamweaver 8,fue_publicado_en,2006-03-30 00:00:00
El Viaje de La Innovacion Empresarial,fue_publicado_en,2006-03-01 00:00:00
Amor de ciudad grande,fue_publicado_en,2006-09-28 00:00:00
Un Tigre Perfumado Sobre Mi Huella,fue_publicado_en,2004-01-01 00:00:00
Las Voces y los ecos,fue_publicado_en,1993-05-01 00:00:00
In the Time of the Butterflies,fue_publicado_en,1995-08-01 00:00:00
Antes de ser libres,fue_publicado_en,2004-04-01 00:00:00
Return to sender,fue_publicado_en,2010-09-14 00:00:00
Yo!,fue_publicado_en,1997-01-01 00:00:00
Saving the world,fue_publicado_en,2006-03-01 00:00:00
Cuando Tia Lola Vino (de Visita) A Quedarse,fue_publicado_en,2004-06-01 00:00:00
En Busca de Milagros,fue_publicado_en,2006-05-09 00:00:00
A gift of gracias,fue_publicado_en,2005-10-11 00:00:00
Un Regalo de Gracias,fue_publicado_en,2005-10-01 00:00:00
Cuando Tía Lola vino (de visita) a quedarse,fue_publicado_en,2004-06-22 00:00:00
El Cuento Del Cafecito / A Cafecito Story,fue_publicado_en,2004-06-30 00:00:00
Cuando Tia Lola Vino De Visita a Quedarse/How Tia Lola Came to Visit Stay,fue_publicado_en,2001-02-01 00:00:00
De cómo las muchachas García perdieron el acento,fue_publicado_en,2007-10-09 00:00:00
Para Salvar el Mundo / Saving the World,fue_publicado_en,2006-10-30 00:00:00
Cuando La Tia Lola Vino De Visita A Quedarse,fue_publicado_en,2004-06-01 00:00:00
Glimpses of La Yaguita,fue_publicado_en,2003-08-01 00:00:00
Los Origenes De LA Ideologia Trujillista,fue_publicado_en,2002-03-31 00:00:00
Carnaval de Sodoma,fue_publicado_en,2003-10-01 00:00:00
Imagenes E Dentidades,fue_publicado_en,1985-06-01 00:00:00
Los rostros del camino/the Faces of the Path,fue_publicado_en,1999-08-01 00:00:00
La Peregrinacion De Bayoan,fue_publicado_en,2006-11-01 00:00:00
La Tela de Arac1a (Obras completas),fue_publicado_en,1997-01-01 00:00:00
Literatura de Hostos (Obras completas),fue_publicado_en,1995-01-01 00:00:00
Puerto Rico Madre Isla,fue_publicado_en,2001-01-01 00:00:00
Ensayos. Antología,fue_publicado_en,2007-01-01 00:00:00
Puerto Rico Madre Isla (Obras completas),fue_publicado_en,2001-01-01 00:00:00
America,fue_publicado_en,1980-12-01 00:00:00
La noche oscura del Niño Avilés,fue_publicado_en,1984-01-01 00:00:00
San Juan,fue_publicado_en,2005-01-12 00:00:00
Caribeños,fue_publicado_en,2004-06-30 00:00:00
Musaranas de Domingo,fue_publicado_en,2004-01-01 00:00:00
Sol De Medianoche / Midnight Sun,fue_publicado_en,1999-01-01 00:00:00
Algo Que Decir,fue_publicado_en,1998-04-01 00:00:00
Mosaicos,fue_publicado_en,1994-01-01 00:00:00
Pequeño Caballo Blanco,fue_publicado_en,2005-03-02 00:00:00
RaÃ­z y ala,fue_publicado_en,2007-01-08 00:00:00
Bajo El Signo Del Amor,fue_publicado_en,1996-01-01 00:00:00
Conflictos culturales en la literatura contemporánea,fue_publicado_en,1993-07-01 00:00:00
Cuentos De Enredos Y Travesuras,fue_publicado_en,2002-04-30 00:00:00
Las Puertas Del Placer/ Pleasure's Doors,fue_publicado_en,2006-02-28 00:00:00
La Sapita Sabia y Otros Cuentos,fue_publicado_en,1997-11-01 00:00:00
Maldito Amor,fue_publicado_en,1994-12-01 00:00:00
Maldito Amor Y Otros Cuentos,fue_publicado_en,2002-09-01 00:00:00
Casa de La Laguna (House on the Lagoon),fue_publicado_en,1997-07-01 00:00:00
Damned Love and Other Stories,fue_publicado_en,2003-09-02 00:00:00
Duelo del lenguaje/Language Duel,fue_publicado_en,2002-07-30 00:00:00
El Medio Pollito,fue_publicado_en,1997-11-01 00:00:00
El Sombrero Magico (Infantil),fue_publicado_en,1997-11-01 00:00:00
Extrana Muerte Del Capitancito Candelari (Relatos),fue_publicado_en,2000-01-01 00:00:00
La Casa De La Laguna/ The House On The Lagoon,fue_publicado_en,1997-07-01 00:00:00
La extrana muerte del Capitancito Candelario,fue_publicado_en,2002-01-22 00:00:00
A LA Sombra De Tu Nombre/in the Shadow of Your Name (Textos De Escritores),fue_publicado_en,2001-01-31 00:00:00
El cuento y el niño,fue_publicado_en,2004-06-30 00:00:00
Una carta de Delke (Alfaguara Infantil y Juvenil),fue_publicado_en,2004-04-01 00:00:00
El Pececito Magico (Alfaguara Infantil y Juvenil),fue_publicado_en,2004-01-01 00:00:00
Una carta de Mónica (Alfaguara Infantil y Juvenil),fue_publicado_en,2004-04-01 00:00:00
Los Paraguas Amarillos Los Poetas Latinos En New York,fue_publicado_en,1983-11-01 00:00:00
Poemas de José de Diego,fue_publicado_en,2007-01-01 00:00:00
Poems,fue_publicado_en,1900-01-01 00:00:00
Bodas de sangre,fue_publicado_en,1944-01-01 00:00:00
Romancero gitano (1924-1927),fue_publicado_en,1929-01-01 00:00:00
Poet in New York,fue_publicado_en,1940-01-01 00:00:00
La casa de Bernarda Alba,fue_publicado_en,1997-01-01 00:00:00
Bodas de Sangre,fue_publicado_en,2013-01-01 00:00:00
Plays,fue_publicado_en,1938-01-01 00:00:00
Yerma,fue_publicado_en,1944-01-01 00:00:00
Casa de Bernarda Alba,fue_publicado_en,2021-01-01 00:00:00
La zapatera prodigiosa,fue_publicado_en,1944-01-01 00:00:00
The House of Bernarda Alba (Nick Hern Books),fue_publicado_en,1956-01-01 00:00:00
Obras completas,fue_publicado_en,1938-01-01 00:00:00
Mariana Pineda,fue_publicado_en,1937-01-01 00:00:00
Romancero Gitano / The Gypsy Ballads of Garcia Lorca,fue_publicado_en,1935-01-01 00:00:00
Obras de Federico García Lorca,fue_publicado_en,1939-01-01 00:00:00
YERMA; TRANS. BY GWYNNE EDWARDS,fue_publicado_en,2007-01-01 00:00:00
Lorca,fue_publicado_en,1960-01-01 00:00:00
Federico García Lorca - Yerma,fue_publicado_en,1986-01-01 00:00:00
Zapatera Prodigiosa,fue_publicado_en,2014-01-01 00:00:00
Doña Rosita la soltera,fue_publicado_en,1952-01-01 00:00:00
Poeta en Nueva York,fue_publicado_en,1940-01-01 00:00:00
Poema Del Cante Jondo,fue_publicado_en,2015-01-01 00:00:00
Libro de Poemas,fue_publicado_en,2014-01-01 00:00:00
El mundo poético de Federico García Lorca,fue_publicado_en,1951-01-01 00:00:00
Fantasía boricua,fue_publicado_en,1960-01-01 00:00:00
Federico García Lorca,fue_publicado_en,1947-01-01 00:00:00
Poema del cante jondo,fue_publicado_en,1931-01-01 00:00:00
Federico García Lorca - la Casa de Bernarda Alba,fue_publicado_en,2020-01-01 00:00:00
Correspondence,fue_publicado_en,1983-01-01 00:00:00
Romancero Gitano,fue_publicado_en,2013-01-01 00:00:00
La cultura de Puerto Rico,fue_publicado_en,1986-01-01 00:00:00
García Lorca,fue_publicado_en,1955-01-01 00:00:00
La hora colmada,fue_publicado_en,1960-01-01 00:00:00
Panorama de la cultura puertorriqueña,fue_publicado_en,1958-01-01 00:00:00
Siluetas literarias,fue_publicado_en,1967-01-01 00:00:00
El público,fue_publicado_en,1976-01-01 00:00:00
Federico García Lorca - el Público,fue_publicado_en,2020-01-01 00:00:00
El mundo poético de Federico García Lorca,fue_publicado_en,1954-01-01 00:00:00
Estudios lorquianos,fue_publicado_en,1976-01-01 00:00:00
Genio y figura de Nemesio R. Canales,fue_publicado_en,1978-01-01 00:00:00
Introducción a la cultura hispánica,fue_publicado_en,1949-01-01 00:00:00
Jornadas literarias (temas de Puerto Rico),fue_publicado_en,1967-01-01 00:00:00
La crítica literaria,fue_publicado_en,1960-01-01 00:00:00
La prosa mágica de García Lorca,fue_publicado_en,1962-01-01 00:00:00
Garcia Lorca,fue_publicado_en,1955-01-01 00:00:00
Fantasia Boricua,fue_publicado_en,2023-01-01 00:00:00
La crítica literaria en Puerto Rico,fue_publicado_en,1972-01-01 00:00:00
La barca varada,fue_publicado_en,1982-01-01 00:00:00
"Apuntes sobre ""La carreta."" Apuntes para una interpretación",fue_publicado_en,1953-01-01 00:00:00
Federico Garcia Lorca,fue_publicado_en,1986-01-01 00:00:00
"El lenguaje, protagonista de nuestra literatura (en el siglo XX)",fue_publicado_en,1980-01-01 00:00:00
La situación de Puerto Rico,fue_publicado_en,1965-01-01 00:00:00
Poesia (Volumen 1),fue_publicado_en,2004-07-30 00:00:00
Gypsy ballads,fue_publicado_en,1953-01-01 00:00:00
Amor de don Perlimplín con Belisa en su jardín,fue_publicado_en,1990-01-01 00:00:00
Obras,fue_publicado_en,1980-01-01 00:00:00
Así que pasen cinco años,fue_publicado_en,1976-01-01 00:00:00
Doña Rosita la soltera o El lenguaje de las flores,fue_publicado_en,2005-01-01 00:00:00
Federico Garc&#65533;a Lorca - Impresiones y Paisajes,fue_publicado_en,2019-01-01 00:00:00
Federico García Lorca - Mariana Pineda,fue_publicado_en,2020-01-01 00:00:00
Público,fue_publicado_en,2015-01-01 00:00:00
El maleficio de la mariposa,fue_publicado_en,1999-01-01 00:00:00
Dibujos,fue_publicado_en,1986-01-01 00:00:00
Antología poética,fue_publicado_en,1981-01-01 00:00:00
Federico García Lorca - Impresiones y Paisajes,fue_publicado_en,2020-01-01 00:00:00
Federico García Lorca - Poeta en Nueva York,fue_publicado_en,2020-01-01 00:00:00
Libro de poemas,fue_publicado_en,1995-09-01 00:00:00
Llanto por Ignacio Sánchez Mejías,fue_publicado_en,1935-01-01 00:00:00
"Canciones, 1921-1924",fue_publicado_en,1982-01-01 00:00:00
Poema del Cante Jondo. Romancero gitano,fue_publicado_en,1977-01-01 00:00:00
Seis poemas galegos,fue_publicado_en,1941-01-01 00:00:00
Autógrafos,fue_publicado_en,1975-01-01 00:00:00
Teatro selecto,fue_publicado_en,1969-01-01 00:00:00
"Bodas de sangre, et Yerma",fue_publicado_en,1989-01-01 00:00:00
La casa de Bernarda Alba / La zapatera prodigiosa,fue_publicado_en,1976-01-01 00:00:00
Canciones (1921-1924),fue_publicado_en,1927-01-01 00:00:00
Federico García Lorca - Poema Del Cante Jondo,fue_publicado_en,2020-01-01 00:00:00
Federico Garc&#65533;a Lorca - Poema Del Cante Jondo,fue_publicado_en,2019-01-01 00:00:00
Federico García Lorca - la Zapatera Prodigiosa,fue_publicado_en,2020-01-01 00:00:00
Impresiones y Paisajes (Ilustrada),fue_publicado_en,2021-01-01 00:00:00
Amor de Don Perlimplín con Belisa en Su Jardín,fue_publicado_en,2018-01-01 00:00:00
Cinco farsas breves,fue_publicado_en,1991-01-01 00:00:00
Divan del Tamarit (1931-1935),fue_publicado_en,1981-01-01 00:00:00
Impressions and landscapes,fue_publicado_en,1987-01-01 00:00:00
La casa de Bernada Alba,fue_publicado_en,1946-01-01 00:00:00
Libro de poemas (1918-1920),fue_publicado_en,1984-01-01 00:00:00
Ode to Walt Whitman and other poems,fue_publicado_en,1988-01-01 00:00:00
"Poema del cante jondo, 1921",fue_publicado_en,1982-01-01 00:00:00
The poet in New York and other poems of Federico Garcia Lorca,fue_publicado_en,1940-01-01 00:00:00
Primeras canciones ; Seis poemas galegos ; Poemas sueltos ; Colección de canciones populares antiguas,fue_publicado_en,1981-01-01 00:00:00
Autografos,fue_publicado_en,1976-01-01 00:00:00
Presencia hispánica en la Florida,fue_publicado_en,1976-01-01 00:00:00
"Blasco Ibáñez, Unamuno, Valle Inclán, Baroja",fue_publicado_en,1949-01-01 00:00:00
"Novelistas españoles modernes, primera serie",fue_publicado_en,1963-01-01 00:00:00
"Blasco Ibáñez, Unamuno, Valle Inclán, Baroja",fue_publicado_en,1949-01-01 00:00:00
"Blasco Ibáñez, Unamuno, Valle Inclán [y] Baroja",fue_publicado_en,1949-01-01 00:00:00
"Blasco Ibáñez, Unamuno, Valle Inclán [y] Baroja, cuatro individualistas de España",fue_publicado_en,1949-01-01 00:00:00
El ala y el beso,fue_publicado_en,1983-01-01 00:00:00
El Quijote de la España contemporánea,fue_publicado_en,1935-01-01 00:00:00
"El vigia, ensayos",fue_publicado_en,1925-01-01 00:00:00
En vela mientras el mundo duerme,fue_publicado_en,1953-01-01 00:00:00
La gratitud humana,fue_publicado_en,1969-01-01 00:00:00
La ruta eterna,fue_publicado_en,1926-01-01 00:00:00
Música cordial,fue_publicado_en,1926-01-01 00:00:00
Novelistas españoles modernos (primera serie),fue_publicado_en,1963-01-01 00:00:00
Recuerdos literarios y reminiscencias personales,fue_publicado_en,1981-01-01 00:00:00
Saudades de Puerto Ricó. La pureza cautiva,fue_publicado_en,1957-01-01 00:00:00
Saudades de Puerto Rico,fue_publicado_en,1957-01-01 00:00:00
Saudades de Puerto Rico ; La pureza cautiva,fue_publicado_en,1957-01-01 00:00:00
"Vísperas de sombra, y otros poemas",fue_publicado_en,1959-01-01 00:00:00
"Blasco Iba n ez, Unamuno, Valle Incla n, Baroja",fue_publicado_en,1949-01-01 00:00:00
"Blasco Ibáñez, Unamuno, Valle Inclán [y] Baroja",fue_publicado_en,1964-01-01 00:00:00
Presencia Hispánica en la Florida,fue_publicado_en,2001-01-01 00:00:00
Le gratitud humana,fue_publicado_en,1969-01-01 00:00:00
La copa de Anacreonte,fue_publicado_en,1924-01-01 00:00:00
Cómo Preparar el Concurso de Asesores y Docentes en el Exterior,fue_publicado_en,2021-01-01 00:00:00
Esa imagen que en mi espejo se detiene,fue_publicado_en,2001-01-01 00:00:00
Pasajes de ida y vuelta,fue_publicado_en,2005-01-01 00:00:00
La llamarada,fue_publicado_en,1939-01-01 00:00:00
Cauce sin río,fue_publicado_en,1962-01-01 00:00:00
El laberinto,fue_publicado_en,1959-01-01 00:00:00
Los dedos de la mano,fue_publicado_en,1951-01-01 00:00:00
El 30 de febrero,fue_publicado_en,1943-01-01 00:00:00
El fuego y su aire,fue_publicado_en,1970-01-01 00:00:00
Solar Montoya,fue_publicado_en,1941-01-01 00:00:00
La resaca,fue_publicado_en,1949-01-01 00:00:00
Cuentos españoles,fue_publicado_en,1968-01-01 00:00:00
Infiernos privados,fue_publicado_en,1986-01-01 00:00:00
La ceiba en el tiesto,fue_publicado_en,1956-01-01 00:00:00
La llamarada (novela),fue_publicado_en,1972-01-01 00:00:00
La poesía modernista en Puerto Rico,fue_publicado_en,1969-01-01 00:00:00
Los amos benévolos,fue_publicado_en,1976-01-01 00:00:00
Antología de cuentos puertorriqueños,fue_publicado_en,1979-01-01 00:00:00
Teatro de la ruptura,fue_publicado_en,2009-01-01 00:00:00
Obras completas [de] Enrique A. Laguerre,fue_publicado_en,1962-01-01 00:00:00
Cauce sin río (diario de mi generación),fue_publicado_en,1962-01-01 00:00:00
Contrapunto de soledades,fue_publicado_en,1999-01-01 00:00:00
El jíbaro de Puerto Rico: símbolo y figura,fue_publicado_en,1968-01-01 00:00:00
El jibaro de Puerto Rico,fue_publicado_en,1968-01-01 00:00:00
Enrique Laguerre hable sobre nuestras bibliotecas,fue_publicado_en,1959-01-01 00:00:00
La resentida,fue_publicado_en,1960-01-01 00:00:00
Los gemelos,fue_publicado_en,1992-01-01 00:00:00
Obras completas,fue_publicado_en,1962-01-01 00:00:00
Polos de la cultura iberoamericana,fue_publicado_en,1977-01-01 00:00:00
Por boca de caracoles,fue_publicado_en,1990-01-01 00:00:00
Proa libre sobre mar gruesa,fue_publicado_en,1996-01-01 00:00:00
"Pulso de Puerto Rico, 1952-1954",fue_publicado_en,1956-01-01 00:00:00
Residuos de los tiempos,fue_publicado_en,2000-01-01 00:00:00
Puntos de partida,fue_publicado_en,2021-01-01 00:00:00
La llamarada : (novela),fue_publicado_en,1968-01-01 00:00:00
Solar montoya,fue_publicado_en,1967-01-01 00:00:00
Antología de cuentos puertorriqueños,fue_publicado_en,1954-01-01 00:00:00
Enrique Laguerre,fue_publicado_en,2000-01-01 00:00:00
Enrique A. Laguerre,fue_publicado_en,2005-01-01 00:00:00
La Cieguecita de la Cantera,fue_publicado_en,2014-01-01 00:00:00
Maquillaje teatral,fue_publicado_en,1985-01-01 00:00:00
Literatura puertorriqueña,fue_publicado_en,1970-01-01 00:00:00
Carta de presentacion,fue_publicado_en,2014-01-01 00:00:00
Desde la otra esquina del mundo,fue_publicado_en,2019-01-01 00:00:00
Bibliografía Julia de Burgos,fue_publicado_en,1992-01-01 00:00:00
Cronología de Julia de Burgos,fue_publicado_en,1992-01-01 00:00:00
Joaquín López López,fue_publicado_en,1972-01-01 00:00:00
La crítica puertorriqueña y el modernismo en Puerto Rico,fue_publicado_en,1977-01-01 00:00:00
Literatura e identidad ante el 98,fue_publicado_en,1999-01-01 00:00:00
Malasangre,fue_publicado_en,1990-01-01 00:00:00
"Miles, la otra historia del 98",fue_publicado_en,1998-01-01 00:00:00
Nosotras-- lo hacemos mejor!,fue_publicado_en,2000-01-01 00:00:00
Módulo 104 [i.e. Ciento cuatro],fue_publicado_en,1986-01-01 00:00:00
Módulo 104,fue_publicado_en,1986-01-01 00:00:00
Todo contra Dios,fue_publicado_en,2004-01-01 00:00:00
Tapiana,fue_publicado_en,2012-01-01 00:00:00
Vida de un poeta romántico,fue_publicado_en,2010-01-01 00:00:00
Tapia,fue_publicado_en,2015-01-01 00:00:00
"Alejandro Tapia y Rivera, el primer puertorriqueño",fue_publicado_en,2009-01-01 00:00:00
"Tuya siempre, Julita",fue_publicado_en,2017-01-01 00:00:00
La maestra yanqui,fue_publicado_en,2018-01-01 00:00:00
Puerto Rico ¡urgente!,fue_publicado_en,2012-01-01 00:00:00
Relación de los ganadores de los certámenes literarios y de periodismo del Instituto de Literatura Puertorriqueña desde su fundación en 1935 hasta el año 2005,fue_publicado_en,2007-01-01 00:00:00
Gozos de Inquisición,fue_publicado_en,2013-01-01 00:00:00
Miénteme más,fue_publicado_en,1994-01-01 00:00:00
Melodía salvaje,fue_publicado_en,1992-01-01 00:00:00
Avatar,fue_publicado_en,1999-01-01 00:00:00
Callando amores,fue_publicado_en,1996-01-01 00:00:00
Perspectiva de la nueva dramaturgia puertorriqueña,fue_publicado_en,1989-01-01 00:00:00
Revolución en el infierno,fue_publicado_en,1983-01-01 00:00:00
Teatro puertorriqueno contemporaneo (1982-2003),fue_publicado_en,2003-01-01 00:00:00
Teatro puertorriqueño contemporáneo (1982-2003),fue_publicado_en,2003-01-01 00:00:00
Teatro secreto,fue_publicado_en,1993-01-01 00:00:00
Teatro escogido dos,fue_publicado_en,2010-01-01 00:00:00
Por maricón,fue_publicado_en,2016-01-01 00:00:00
Cinelibre,fue_publicado_en,2008-01-01 00:00:00
Revolución en el infierno : la Masacre de Ponce de 1937,fue_publicado_en,2005-01-01 00:00:00
Literatura puertorriqueña negra del siglo XIX escrita por negros,fue_publicado_en,2009-01-01 00:00:00
Teatro,fue_publicado_en,1992-01-01 00:00:00
Censurado,fue_publicado_en,1988-01-01 00:00:00
Teatro de luna,fue_publicado_en,1989-01-01 00:00:00
4 ensayos jodidos y una obra de teatro,fue_publicado_en,2012-01-01 00:00:00
"Cueva de ladrones, o, Revolución en el paraíso",fue_publicado_en,1992-01-01 00:00:00
Teatro escogido,fue_publicado_en,2006-01-01 00:00:00
Pandemia,fue_publicado_en,2021-01-01 00:00:00
"El turno, cuentos",fue_publicado_en,1981-01-01 00:00:00
Literatura fantástica en Puerto Rico (siglo XIX),fue_publicado_en,2016-01-01 00:00:00
El turno,fue_publicado_en,1981-01-01 00:00:00
La huelga estudiantil en el Recinto de Aguadilla de la Universidad de Puerto Rico,fue_publicado_en,2011-01-01 00:00:00
Un periodista llamado Enrique A. Laguerre,fue_publicado_en,2014-01-01 00:00:00
"Respeto, justicia y dignidad",fue_publicado_en,2013-01-01 00:00:00
Entre la Caña y el Café Estan Los Diarios,fue_publicado_en,2012-01-01 00:00:00
Los Problemas Sociales de Puerto Rico Vistos a Través de Los Pulgueros,fue_publicado_en,2011-01-01 00:00:00
Crisis social puertorriqueña a inicios del Siglo XXI,fue_publicado_en,2005-01-01 00:00:00
Julia de Burgos,fue_publicado_en,1964-01-01 00:00:00
Antología poética,fue_publicado_en,1967-01-01 00:00:00
El mar y tú,fue_publicado_en,1981-01-01 00:00:00
Canción de la verdad sencilla,fue_publicado_en,1939-01-01 00:00:00
Obra poética,fue_publicado_en,2004-01-01 00:00:00
Poema en 20 surcos,fue_publicado_en,1985-01-01 00:00:00
